mechanism_id,trade_date,event_time,first_hour_open,first_hour_close,first_hour_return,first_hour_vwap,vwap_deviation,path_efficiency,directional_efficiency_score,first_hour_volume,activity_ratio,VWAP_DEVIATION_REVERSION_score,VWAP_DEVIATION_REVERSION_threshold,VWAP_DEVIATION_REVERSION_event,direction,DIRECTIONAL_EFFICIENCY_CONTINUATION_score,DIRECTIONAL_EFFICIENCY_CONTINUATION_threshold,DIRECTIONAL_EFFICIENCY_CONTINUATION_event,ABNORMAL_ACTIVITY_CONTINUATION_score,ABNORMAL_ACTIVITY_CONTINUATION_threshold,ABNORMAL_ACTIVITY_CONTINUATION_event
VWAP_DEVIATION_REVERSION,2021-01-04,2021-01-04 10:30:00,1.9797589,1.9926527,0.006512813252159244,1.9860170343460377,0.0033411927184940904,0.20229461334874277,0.0013175070386581222,291286835.53335714,1.4657017344353507,0.0033411927184940904,0.002841562295681388,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-01-08,2021-01-08 10:30:00,2.0318947,2.0335765,0.0008277003724652676,2.025032403244772,0.004219239525025564,0.013044040156387705,1.0796556895894011e-05,161322978.9511238,0.7974485677126332,0.004219239525025564,0.002841562295681388,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-01-18,2021-01-18 10:30:00,1.9881679,2.0150767,0.013534470604821491,2.0034703482985727,0.005793123772100506,0.3609086231976921,0.0048847071516957595,172940028.5408491,0.7974187598554956,0.005793123772100506,0.002841197522898853,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-01-20,2021-01-20 10:30:00,2.0077889,2.0226448,0.007399134440876809,2.0150795505710795,0.003754318000386947,0.25433391019809304,0.0018818507944295796,116415269.35426329,0.5499741792994837,0.003754318000386947,0.002836830831779491,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-01-25,2021-01-25 10:30:00,2.057402,2.0725382,0.007356948228882665,2.0569442156310496,0.007581141117220858,0.16461855848273604,0.0012110902122707823,135080627.89868,0.6086037484976526,0.007581141117220858,0.002841197522898853,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-01-26,2021-01-26 10:30:00,2.0512354,2.0380613,-0.0064225198141568685,2.0461293675651153,-0.003943087711368087,0.21815154635699927,0.0014010826289667885,114714591.5090974,0.5517908938946413,0.003943087711368087,0.0028485232199918498,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-02,2021-02-02 10:30:00,1.9831225,1.9923724,0.004664310954063611,1.985446651451494,0.003488257185577437,0.11046217974233156,0.0005152299549819006,179070863.360685,1.0412835901755986,0.003488257185577437,0.0026424399550123157,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-05,2021-02-05 10:30:00,1.9674257,1.9668651,-0.00028494087476849117,1.9723182443098266,-0.0027648399671600377,0.009030650596986083,2.5732014808338117e-06,153890046.3788798,0.8743482086453537,0.0027648399671600377,0.0026424399550123157,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-08,2021-02-08 10:30:00,1.9393957,1.9548122,0.007949125596184548,1.9431551608943258,0.005999026398030516,0.16241770645007023,0.0012910787476158414,265111309.31145203,1.5062676491590496,0.005999026398030516,0.0027833492790688696,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-10,2021-02-10 10:30:00,2.004145,2.0080692,0.001958041958042056,2.0004690330524006,0.003799192500372195,0.03601700775269853,7.052281238290975e-05,558317873.7067428,3.1721624901477066,0.003799192500372195,0.002841197522898853,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-18,2021-02-18 10:30:00,2.063008,2.0383416,-0.011956521739130532,2.0597693025415853,-0.010402962368234792,0.18855174556704413,0.002254423044823372,212999925.08027115,1.2101894002748776,0.010402962368234792,0.0028485232199918498,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-19,2021-02-19 10:30:00,2.0509551,2.043387,-0.0036900369003689537,2.050550921504247,-0.0034936569626817793,0.0782757825721076,0.0002888405260963341,204862543.7031752,1.1359181677990529,0.0034936569626817793,0.002972511333378114,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-22,2021-02-22 10:30:00,2.0907577,2.1120605,0.010189033382490997,2.1010176960808367,0.00525593094230592,0.2041319308735609,0.002079907058103057,352683553.3357118,1.9293150640926526,0.00525593094230592,0.003377958835264927,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-25,2021-02-25 10:30:00,2.0447885,2.023766,-0.010281014393420107,2.0327595404685037,-0.004424301197194613,0.18959584999512194,0.0019492376627325682,220580499.4648591,0.9507810926012153,0.004424301197194613,0.0034896071298535225,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-02-26,2021-02-26 10:30:00,1.9909709,1.9968572,0.0029564972546811674,1.9872157723359165,0.004851726620884289,0.061450407069337735,0.00018167795979953723,429020274.7056725,1.8195051468331014,0.004851726620884289,0.003558822222108071,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-08,2021-03-08 10:30:00,2.0002208,1.9932133,-0.0035033632286995964,2.0082434857463203,-0.007484244740738943,0.09537207091087625,0.0003341230062740943,259466642.88262576,1.0051732870594876,0.007484244740738943,0.0034896071298535225,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-10,2021-03-10 10:30:00,1.9130475,1.8923053,-0.010842490842490782,1.9048346343357865,-0.006577649371729,0.15729474333446283,0.0017054668141758512,323121708.8833393,1.233080383598472,0.006577649371729,0.003558822222108071,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-11,2021-03-11 10:30:00,1.8813736,1.9054794,0.012812872467222736,1.8963984948969979,0.004788500479955937,0.24044667064463293,0.0030808125261379904,369866254.0135569,1.4038068674690196,0.004788500479955937,0.003765536625383259,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-12,2021-03-12 10:30:00,1.93407,1.9099642,-0.012463768115942075,1.9178468984661263,-0.004110181304060823,0.2716181800579229,0.0033853860123161526,256073681.76953265,0.9719134664093203,0.004110181304060823,0.003835166303121168,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-15,2021-03-15 10:30:00,1.9214565,1.931267,0.0051057622173595885,1.923336981060725,0.004123052287437146,0.10581449580284122,0.0005402636547191014,149283118.0877631,0.5665958007650765,0.004123052287437146,0.003984861109541271,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-16,2021-03-16 10:30:00,1.920055,1.9158505,-0.0021897810218979297,1.9242589330303823,-0.004369699361166823,0.04993135703449208,0.00010933873803174045,331322868.35533357,1.2711339824776398,0.004369699361166823,0.003984861109541271,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-17,2021-03-17 10:30:00,1.9175323,1.9251004,0.003946791404765504,1.9140679900321669,0.005763854797889323,0.0890437651743,0.00035143716703788517,239344702.10488763,0.9182559172016553,0.005763854797889323,0.004113399049904903,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-23,2021-03-23 10:30:00,1.9562137,1.9349109,-0.010889812294024859,1.9434829938651257,-0.004410686325625024,0.2374618546358753,0.002585915023975699,380964081.3414199,1.492513509713494,0.004410686325625024,0.00414709909683425,True,1,,,,,,
VWAP_DEVIATION_REVERSION,2021-03-25,2021-03-25 10:30:00,1.9040779,1.9211762,0.008979832180185277,1.9094611573501963,0.006135261041948059,0.1649591905418237,0.0014813058476447832,343545618.9796646,1.332759446941262,0.006135261041948059,0.00414709909683425,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-04-19,2021-04-19 10:30:00,1.9730317,1.9946148,0.010939053842875301,1.9849616697109,0.004863131835944223,0.2641483258886402,0.0028895327594012066,235982518.72993222,1.1577518478576019,0.004863131835944223,0.004113399049904903,True,-1,,,,,,
VWAP_DEVIATION_REVERSION,2021-04-27,2021-04-27 10:30:00,2.0030238,1.9962966,-0.0033585222502098278,2.0057469287420266,-0.0047116256824851765,0.09169561947553496,0.00030796177825535777,152354373.88512307,0.8093815672332397,0.0047116256824851765,0.004113399049904903,True,1,,,,,,
