mechanism,signal_date,event_date,signal_clock,execution_clock,moneyflow_breadth,prior_60_breadth_q80,observed_weight_ratio
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-04-14,2021-04-15,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.5483324987481222,0.47734825991318797,0.9986497974696203
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-04-16,2021-04-19,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.5850475713570356,0.4962208518924089,0.9986497974696203
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-04-19,2021-04-20,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.608743114672008,0.49981156652877895,0.9986497974696203
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-05-12,2021-05-13,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.5095688748685594,0.4999037388910965,0.998579957398722
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-05-14,2021-05-17,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.541465124430424,0.5109222093896028,0.998579957398722
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-05-25,2021-05-26,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.49422281012937297,0.47734825991318797,0.9979199375981279
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-05-31,2021-06-01,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.5109080159135776,0.4770336645899772,0.9979199375981279
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-06-17,2021-06-18,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.4607160392388701,0.4562563025004238,0.9979201455898087
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-06-18,2021-06-21,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.47912564792863743,0.46135096018330557,0.9954103212775105
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-06-21,2021-06-22,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.47345933447270533,0.46435525735485045,0.9946303758736887
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-06-30,2021-07-01,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.4769891654817455,0.46135096018330557,0.9985900986930915
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-07-07,2021-07-08,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.5097976293146673,0.46135096018330557,0.9972996759611154
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,2021-07-12,2021-07-13,TRADE_DATE_AFTER_19_00,NEXT_TRADING_SESSION_OPEN,0.4802242323351852,0.46435525735485045,0.9972996759611154
