date,signal_date,target_position,close,equity
2021-04-15,2021-04-14,1.0,6.963,100232.71725101022
2021-04-16,2021-04-15,1.0,7.05,101485.08640235849
2021-04-19,2021-04-16,1.0,7.122,102521.52983795703
2021-04-20,2021-04-19,1.0,7.136,102723.0605059901
2021-04-21,2021-04-20,1.0,7.117,102449.5545993738
2021-04-22,2021-04-21,1.0,7.143,102823.82584000661
2021-04-23,2021-04-22,1.0,7.178,103327.65251008925
2021-04-26,2021-04-23,1.0,7.148,102895.80107858985
2021-04-27,2021-04-26,1.0,7.146,102867.01098315655
2021-04-28,2021-04-27,1.0,7.198,103615.55346442219
2021-04-29,2021-04-28,1.0,7.2,103644.34355985548
2021-04-30,2021-04-29,1.0,7.211,103802.6890847386
2021-05-06,2021-04-30,1.0,7.188,103471.60298725571
2021-05-07,2021-05-06,1.0,7.157,103025.35650803967
2021-05-10,2021-05-07,1.0,7.179,103342.0475578059
2021-05-11,2021-05-10,1.0,7.159,103054.14660347295
2021-05-12,2021-05-11,1.0,7.238,104191.35537308805
2021-05-13,2021-05-12,1.0,7.158,103039.75155575632
2021-05-14,2021-05-13,1.0,7.269,104637.60185230408
2021-05-17,2021-05-14,1.0,7.306,105170.21861782
2021-05-18,2021-05-17,1.0,7.326,105458.11957215294
2021-05-19,2021-05-18,1.0,7.314,105285.37899955318
2021-05-20,2021-05-19,1.0,7.287,104896.71271120373
2021-05-21,2021-05-20,1.0,7.259,104493.65137513763
2021-05-24,2021-05-21,1.0,7.28,104795.9473771872
2021-05-25,2021-05-24,1.0,7.358,105918.76109908563
2021-05-26,2021-05-25,1.0,7.369,106077.10662396875
2021-05-27,2021-05-26,1.0,7.43,106955.20453468419
2021-05-28,2021-05-27,1.0,7.427,106912.01939153424
2021-05-31,2021-05-28,1.0,7.479,107660.56187279988
2021-06-01,2021-05-31,1.0,7.491,107833.30244539963
2021-06-02,2021-06-01,1.0,7.445,107171.1302504339
2021-06-03,2021-06-02,1.0,7.43,106955.20453468419
2021-06-04,2021-06-03,1.0,7.465,107459.03120476681
2021-06-07,2021-06-04,1.0,7.485,107746.93215909976
2021-06-08,2021-06-07,1.0,7.458,107358.2658707503
2021-06-09,2021-06-08,1.0,7.451,107257.50053673376
2021-06-10,2021-06-09,1.0,7.546,108625.0300698152
2021-06-11,2021-06-10,1.0,7.509,108092.41330429928
2021-06-15,2021-06-11,1.0,7.418,106782.46396208444
2021-06-16,2021-06-15,1.0,7.328,105486.90966758624
2021-06-17,2021-06-16,1.0,7.373,106134.68681483534
2021-06-18,2021-06-17,1.0,7.447,107199.92034586718
2021-06-21,2021-06-18,1.0,7.476,107617.37672964993
2021-06-22,2021-06-21,1.0,7.52,108250.75882918238
2021-06-23,2021-06-22,1.0,7.581,109128.85673989783
2021-06-24,2021-06-23,1.0,7.554,108740.19045154838
2021-06-25,2021-06-24,1.0,7.614,109603.89331454717
2021-06-28,2021-06-25,1.0,7.619,109675.86855313039
2021-06-29,2021-06-28,1.0,7.561,108840.95578556489
2021-06-30,2021-06-29,1.0,7.598,109373.57255108081
2021-07-01,2021-06-30,1.0,7.513,108149.99349516585
2021-07-02,2021-07-01,1.0,7.449,107228.71044130047
2021-07-05,2021-07-02,1.0,7.494,107876.48758854957
2021-07-06,2021-07-05,1.0,7.493,107862.09254083293
2021-07-07,2021-07-06,1.0,7.561,108840.95578556489
2021-07-08,2021-07-07,1.0,7.55,108682.61026068177
2021-07-09,2021-07-08,1.0,7.615,109618.28836226382
2021-07-12,2021-07-09,1.0,7.723,111172.95351566163
2021-07-13,2021-07-12,1.0,7.796,112223.79199897684
2021-07-14,2021-07-13,1.0,7.745,111489.64456542787
2021-07-15,2021-07-14,1.0,7.763,111748.75542432751
2021-07-16,2021-07-15,1.0,7.774,111907.10094921062
2021-07-19,2021-07-16,1.0,7.73,111273.71884967817
2021-07-20,2021-07-19,1.0,7.739,111403.27427912799
2021-07-21,2021-07-20,1.0,7.837,112813.98895535935
2021-07-22,2021-07-21,1.0,7.871,113303.42057772534
2021-07-23,2021-07-22,1.0,7.856,113087.49486197563
2021-07-26,2021-07-23,1.0,7.711,111000.21294306188
2021-07-27,2021-07-26,1.0,7.564,108884.14092871483
2021-07-28,2021-07-27,1.0,7.45,107243.10548901712
2021-07-29,2021-07-28,1.0,7.577,109071.27654903124
2021-07-30,2021-07-29,1.0,7.601,109416.75769423075
2021-08-02,2021-07-30,1.0,7.704,110899.44760904535
2021-08-03,2021-08-02,1.0,7.65,110122.11503234644
2021-08-04,2021-08-03,1.0,7.763,111748.75542432751
2021-08-05,2021-08-04,1.0,7.754,111619.19999487768
2021-08-06,2021-08-05,1.0,7.79,112137.42171267697
2021-08-09,2021-08-06,1.0,7.821,112583.668191893
2021-08-10,2021-08-09,1.0,7.874,113346.60572087528
