date,signal_date,target_position,close,equity
2021-01-04,2020-12-31,1.0,7.163,101365.14639466337
2021-01-05,2021-01-04,1.0,7.226,102256.67288117234
2021-01-06,2021-01-05,1.0,7.218,102143.46316859977
2021-01-07,2021-01-06,1.0,7.248,102567.99959074691
2021-01-08,2021-01-07,1.0,7.266,102822.72144403518
2021-01-11,2021-01-08,1.0,7.154,101237.78546801922
2021-01-12,2021-01-11,1.0,7.242,102483.09230631749
2021-01-13,2021-01-12,1.0,7.196,101832.1364590252
2021-01-14,2021-01-13,1.0,7.145,101110.42454137508
2021-01-15,2021-01-14,1.0,7.119,100742.49297551424
2021-01-18,2021-01-15,1.0,7.205,101959.49738566935
2021-01-19,2021-01-18,1.0,7.166,101407.60003687808
2021-01-20,2021-01-19,1.0,7.231,102327.4289515302
2021-01-21,2021-01-20,1.0,7.333,103770.85278683045
2021-01-22,2021-01-21,1.0,7.343,103912.36492754615
2021-01-25,2021-01-22,1.0,7.355,104082.17949640502
2021-01-26,2021-01-25,1.0,7.243,102497.24352038905
2021-01-27,2021-01-26,1.0,7.261,102751.96537367733
2021-01-28,2021-01-27,1.0,7.124,100813.24904587209
2021-01-29,2021-01-28,1.0,7.024,99398.127638715
2021-02-01,2021-01-29,1.0,7.073,100091.53712822199
2021-02-02,2021-02-01,1.0,7.14,101039.66847101723
2021-02-03,2021-02-02,1.0,7.098,100445.31748001125
2021-02-04,2021-02-03,1.0,7.021,99355.67399650028
2021-02-05,2021-02-04,1.0,6.916,97869.79651898533
2021-02-08,2021-02-05,1.0,6.999,99044.34728692571
2021-02-09,2021-02-08,1.0,7.141,101053.8196850888
2021-02-10,2021-02-09,1.0,7.222,102200.06802488606
2021-02-18,2021-02-10,1.0,7.329,103714.24793054415
2021-02-19,2021-02-18,1.0,7.434,105200.12540805912
2021-02-22,2021-02-19,1.0,7.365,104223.69163712072
2021-02-23,2021-02-22,1.0,7.345,103940.6673556893
2021-02-24,2021-02-23,1.0,7.251,102610.45323296162
2021-02-25,2021-02-24,1.0,7.215,102101.00952638505
2021-02-26,2021-02-25,1.0,7.056,99850.96648900527
2021-03-01,2021-02-26,1.0,7.181,101619.86824795164
2021-03-02,2021-03-01,1.0,7.125,100827.40025994366
2021-03-03,2021-03-02,1.0,7.22,102171.76559674292
2021-03-04,2021-03-03,1.0,7.098,100445.31748001125
2021-03-05,2021-03-04,1.0,7.109,100600.98083479854
2021-03-08,2021-03-05,1.0,6.939,98195.27444263146
2021-03-09,2021-03-08,1.0,6.783,95987.68504746638
2021-03-10,2021-03-09,1.0,6.712,94982.94884838483
2021-03-11,2021-03-10,1.0,6.892,97530.16738126762
2021-03-12,2021-03-11,1.0,6.897,97600.92345162548
2021-03-15,2021-03-12,1.0,6.852,96964.11881840478
2021-03-16,2021-03-15,1.0,6.855,97006.5724606195
