candidate_id,metric,window_id,candidate_value,incumbent_value,normalized_score,comparable,passed,reason_code
R1102,net_cagr,full,0.2695388258311593,0.22827288231482012,1.8077461982289993,True,True,PASS
R1102,max_drawdown,full,-0.2156735584520698,-0.23930043158137382,1.1813436564651991,True,True,PASS
R1102,calmar,full,1.2497536914849032,0.9539175537892677,3.101275749885084,True,True,PASS
R1102,profit_factor,full,2.9710662845226232,2.559187275003216,1.0729422150081864,True,True,PASS
R1102,net_cagr,2021,-0.01904343102863637,-0.02006222495348564,5.07817017908706,True,True,PASS
R1102,max_drawdown,2021,-0.16421324687334726,-0.16390070095531006,-0.015627295901859968,True,True,PASS
R1102,calmar,2021,-0.11596769073888416,-0.12240475383296806,5.258834230301082,True,True,PASS
R1102,net_cagr,2022,0.10028427122875172,0.046605477191796085,11.517700766382173,True,True,PASS
R1102,max_drawdown,2022,-0.0966340454934469,-0.1086605991095978,0.7378665750480926,True,True,PASS
R1102,calmar,2022,1.037773703011868,0.4289087081582224,14.195678084228561,True,True,PASS
R1102,net_cagr,2023,-0.016015524878233323,-0.027223798054621162,41.170865115513394,True,True,PASS
R1102,max_drawdown,2023,-0.14474817195524947,-0.1563365538682875,0.5794190956519011,True,True,PASS
R1102,calmar,2023,-0.11064405623847673,-0.17413584591072048,36.46106827700255,True,True,PASS
R1102,net_cagr,2024,0.30824899495159186,0.24534582816542838,2.563857199306035,True,True,PASS
R1102,max_drawdown,2024,-0.18231363469773165,-0.1823126122341735,-5.112317790767487e-05,True,True,PASS
R1102,calmar,2024,1.6907621608370418,1.345742486813206,2.5637867378391372,True,True,PASS
R1102,net_cagr,2025,0.5446913448603454,0.495062798916444,1.002469707934521,True,True,PASS
R1102,max_drawdown,2025,-0.11730151618349804,-0.13940725597655257,1.1052869896527266,True,True,PASS
R1102,calmar,2025,4.643514956859292,3.5511982173991754,3.0759103620526895,True,True,PASS
R1102,net_cagr,2026_ytd,1.2747097680619,1.133113302903078,1.2496231823953237,True,True,PASS
R1102,max_drawdown,2026_ytd,-0.1208663277918196,-0.12085951871133305,-0.000375592012895651,True,True,PASS
R1102,calmar,2026_ytd,10.546442432316322,9.375457679998402,1.248989427807988,True,True,PASS
